pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_spectype,releasedate,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_logg
TOI-1470 c,TOI-1470,1,2,Transit,M1.5 V,2023-08-07,2023,Transiting Exoplanet Survey Satellite (TESS),18.08816,0.106,2.47,7.24,373,3709,0.47,0.47,4.77
TOI-1472 b,TOI-1472,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),6.36381,0.065,4.16,16.5,811,5133,0.84,0.92,4.55
TOI-1478 b,TOI-1478,1,1,Transit,,2021-03-04,2021,Transiting Exoplanet Survey Satellite (TESS),10.180249,0.0903,11.882,270.47333,918,5597,1.05,0.95,4.37
TOI-150.01,TOI-150,1,1,Transit,F,2019-11-07,2019,Transiting Exoplanet Survey Satellite (TESS),5.857487,0.07037,14.067,797.7533,1404,6255,1.53,1.35,4.13
TOI-1518 b,TOI-1518,1,1,Transit,F0,2021-09-09,2021,Multiple Observatories,1.902603,0.0389,21.017,731.00534,2492,7300,1.95,1.79,4.1
TOI-157 b,TOI-157,1,1,Transit,G9 IV,2020-07-23,2020,Transiting Exoplanet Survey Satellite (TESS),2.0845435,0.03138,14.415,375.0394,1588,5404,1.17,0.95,4.28
TOI-1601 b,TOI-1601,1,1,Transit,,2024-07-22,2021,Transiting Exoplanet Survey Satellite (TESS),5.33175,0.069,14.199,387,1494,5982,2.19,1.51,3.93
TOI-163 b,TOI-163,1,1,Transit,F,2019-11-07,2019,Transiting Exoplanet Survey Satellite (TESS),4.231306,0.058,16.69,387.7526,1669,6495,1.65,1.44,4.19
TOI-1669 c,TOI-1669,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),2.6800535,0.0376,2.296,13,1285,5497,1.06,0.99,4.38
TOI-1670 b,TOI-1670,1,2,Transit,F7 V,2022-03-16,2022,Transiting Exoplanet Survey Satellite (TESS),10.98462,0.103,2.06,41.31769,1062,6170,1.32,1.21,4.29
TOI-1670 c,TOI-1670,1,2,Transit,F7 V,2022-03-16,2022,Transiting Exoplanet Survey Satellite (TESS),40.74976,0.249,11.063,200.2319,684,6170,1.32,1.21,4.29
TOI-1685 b,TOI-1685,1,1,Transit,M2.65 V,2024-08-07,2021,Transiting Exoplanet Survey Satellite (TESS),0.66913924,0.01138,1.468,3.03,1062,3575,0.46,0.45,
TOI-169 b,TOI-169,1,1,Transit,G1 V,2020-07-23,2020,Transiting Exoplanet Survey Satellite (TESS),2.2554477,0.03524,12.173,251.40353,1715,5880,1.29,1.15,4.28
TOI-1691 b,TOI-1691,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),16.7369,0.126,3.565,14.6,703,5642,1.01,0.96,4.41
TOI-1694 b,TOI-1694,1,2,Transit,,2024-07-22,2023,Transiting Exoplanet Survey Satellite (TESS),3.770107,0.045,5.342,31.3,943,5058,0.8,0.85,4.56
TOI-1695 b,TOI-1695,1,1,Transit,M1 V,2023-02-25,2022,Transiting Exoplanet Survey Satellite (TESS),3.1342791,0.033548,1.9,6.36,698,3690,0.52,0.51,4.72
TOI-1696 b,TOI-1696,1,1,Transit,M5V,2022-06-27,2022,Transiting Exoplanet Survey Satellite (TESS),2.500311,0.0229,3.09,48.8,489,3185,0.28,0.26,4.96
TOI-1710 b,TOI-1710,2,1,Transit,,2024-07-22,2022,Transiting Exoplanet Survey Satellite (TESS),24.283377,0.166,5.203,22.4,603,5684,0.96,1.03,4.49
TOI-172 b,TOI-172,1,1,Transit,,2019-03-28,2019,Transiting Exoplanet Survey Satellite (TESS),9.47725,0.0914,10.817,1722.6386,1198,5645,1.78,1.13,3.99
TOI-1723 b,TOI-1723,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),13.72641,0.114,3.292,10.4,783,5743,1.09,1.04,4.38
TOI-1728 b,TOI-1728,1,1,Transit,M0,2020-07-09,2020,Transiting Exoplanet Survey Satellite (TESS),3.49151,0.0391,5.05,26.78,767,3980,0.62,0.65,4.66
TOI-1736 b,TOI-1736,1,2,Transit,,2024-07-22,2023,Transiting Exoplanet Survey Satellite (TESS),7.073076,0.073,3.182,12.3,1100,5636,1.43,1.04,4.14
TOI-1742 b,TOI-1742,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),21.269084,0.154,2.365,9.7,694,5815,1.13,1.09,4.37
TOI-1749 b,TOI-1749,1,3,Transit,M0 V,2021-07-26,2021,Transiting Exoplanet Survey Satellite (TESS),2.38839,0.0291,1.39,57,831,3985,0.55,0.58,4.7
TOI-1749 c,TOI-1749,1,3,Transit,M0 V,2021-07-26,2021,Transiting Exoplanet Survey Satellite (TESS),4.4929,0.0443,2.12,14,673,3985,0.55,0.58,4.7
TOI-1749 d,TOI-1749,1,3,Transit,M0 V,2021-07-26,2021,Transiting Exoplanet Survey Satellite (TESS),9.0497,0.0707,2.52,15,533,3985,0.55,0.58,4.7
TOI-1751 b,TOI-1751,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),37.46852,0.215,2.951,19.5,652,5970,1.31,0.94,4.17
TOI-1753 b,TOI-1753,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),5.3846104,0.059,2.479,16.6,1005,5621,0.97,0.95,4.44
TOI-1758 b,TOI-1758,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),20.705127,0.138,3.557,6.9,551,5151,0.82,0.83,4.53
TOI-1759 b,TOI-1759,1,1,Transit,M0.0 V,2022-03-28,2022,Transiting Exoplanet Survey Satellite (TESS),18.85019,0.1177,3.14,10.8,443,4065,0.6,0.61,4.65
TOI-1775 b,TOI-1775,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),10.2405549,0.08,8.047,96,708,5284,0.83,0.92,4.57
TOI-1776 b,TOI-1776,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),2.799868,0.0378,1.216,1.4,1269,5785,0.94,0.92,4.46
TOI-178 b,TOI-178,1,6,Transit,K,2021-03-18,2021,Transiting Exoplanet Survey Satellite (TESS),1.914558,0.02607,1.152,1.5,1040,4316,0.65,0.65,4.45
TOI-178 c,TOI-178,1,6,Transit,K,2021-03-18,2021,Transiting Exoplanet Survey Satellite (TESS),3.23845,0.037,1.669,4.77,873,4316,0.65,0.65,4.45
TOI-178 d,TOI-178,1,6,Transit,K,2021-03-18,2021,Transiting Exoplanet Survey Satellite (TESS),6.5577,0.0592,2.572,3.01,690,4316,0.65,0.65,4.45
TOI-178 e,TOI-178,1,6,Transit,K,2021-03-18,2021,Transiting Exoplanet Survey Satellite (TESS),9.961881,0.0783,2.207,3.86,600,4316,0.65,0.65,4.45
TOI-178 f,TOI-178,1,6,Transit,K,2021-03-18,2021,Multiple Observatories,15.231915,0.1039,2.287,7.72,521,4316,0.65,0.65,4.45
TOI-178 g,TOI-178,1,6,Transit,K,2021-03-18,2021,Transiting Exoplanet Survey Satellite (TESS),20.7095,0.1275,2.87,3.94,470,4316,0.65,0.65,4.45
TOI-1789 b,TOI-1789,1,1,Transit,F,2021-10-19,2021,Transiting Exoplanet Survey Satellite (TESS),3.208664,0.04882,16.141,222.47988,1927,5991,2.17,1.51,3.94
TOI-1794 b,TOI-1794,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),8.765528,0.082,3.297,8.7,993,5631,1.32,0.97,4.18
TOI-1798.01,TOI-1798,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),8.02154,0.074,2.385,6.5,734,5106,0.79,0.85,4.57
TOI-1798.02,TOI-1798,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),0.4378146,0.0107,1.399,5.6,1936,5106,0.79,0.85,4.57
TOI-1799 b,TOI-1799,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),7.085738,0.071,1.422,4,923,5698,0.95,0.94,4.45
TOI-1801 b,TOI-1801,2,1,Transit,M0.5+/-0.5 V,2023-10-21,2023,Transiting Exoplanet Survey Satellite (TESS),10.64387,,2.079,5.738,494,3863,0.55,0.56,4.78
TOI-1807 b,TOI-1807,1,1,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),0.54937097,0.0122,1.497,2.44,1694,4914,0.75,0.8,4.6
TOI-181 b,TOI-181,1,1,Transit,K,2023-03-15,2023,Transiting Exoplanet Survey Satellite (TESS),4.532,0.0539,6.956,46.1687,895,4994,0.74,0.82,4.61
TOI-1811 b,TOI-1811,1,1,Transit,,2023-03-15,2023,Transiting Exoplanet Survey Satellite (TESS),3.7130765,0.04389,11.142,308.92921,962,4766,0.77,0.82,4.58
TOI-1820 b,TOI-1820,1,1,Transit,,2022-09-19,2022,Transiting Exoplanet Survey Satellite (TESS),4.860674,0.061,12.778,731.00534,1375,5734,1.51,1.04,4.24
TOI-1823 b,TOI-1823,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),38.8,0.212,7.541,67.4,424,4927,0.8,0.84,4.55
TOI-1824 b,TOI-1824,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),22.808533,0.151,2.744,16,529,5165,0.81,0.88,4.56
TOI-1836 b,TOI-1836,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),20.380845,0.157,8.281,24.7,890,6237,1.65,1.25,4.1
TOI-1836 c,TOI-1836,1,2,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),1.7727471,0.03089,2.6,8,2008,6237,1.65,1.25,4.1
TOI-1842 b,TOI-1842,1,1,Transit,,2024-07-23,2021,Transiting Exoplanet Survey Satellite (TESS),9.5739181,0.1,12.349,89.4,1200,6039,2.03,1.46,3.99
TOI-1853 b,TOI-1853,1,1,Transit,K2.5 V,2023-09-19,2023,Transiting Exoplanet Survey Satellite (TESS),1.2436258,0.0213,3.46,73.2,1479,4985,0.81,0.84,4.49
TOI-1855 b,TOI-1855,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),1.36414864,0.02398,18.495,360.09959,1701,5359,1.04,0.99,4.4
TOI-1898 b,TOI-1898,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),45.52234,0.269,9.396,129,675,6241,1.61,1.25,4.12
TOI-1899 b,TOI-1899,1,1,Transit,,2024-04-15,2020,Transiting Exoplanet Survey Satellite (TESS),29.090312,0.1525,11.097,212.94503,378,3926,0.61,0.63,4.67
TOI-1937 A b,TOI-1937 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),0.94667944,0.01932,13.978,638.8351,2097,5814,1.08,1.07,4.4
TOI-1994 b,TOI-1994,1,1,Transit,,2024-03-10,2024,Transiting Exoplanet Survey Satellite (TESS),4.0337142,0.0613,13.675,7024.00779,2290,7700,2.3,1.86,3.98
TOI-2000 b,TOI-2000,1,2,Transit,,2023-06-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.09833,0.04271,2.7,11,1488,5611,1.13,1.08,4.36
TOI-2000 c,TOI-2000,1,2,Transit,,2023-06-27,2023,Transiting Exoplanet Survey Satellite (TESS),9.127055,0.0878,8.14,81.7,1038,5611,1.13,1.08,4.36
TOI-201 b,TOI-201,1,1,Transit,F6 V,2021-04-01,2021,Transiting Exoplanet Survey Satellite (TESS),52.97818,0.3,11.299,133.4886,759,6394,1.32,1.32,4.32
TOI-2010 b,TOI-2010,1,1,Transit,F0,2023-11-29,2023,Transiting Exoplanet Survey Satellite (TESS),141.834025,0.5516,11.814,408.72733,400,5929,1.08,1.11,4.42
TOI-2015 b,TOI-2015,1,1,Transit,M4,2024-05-28,2023,Transiting Exoplanet Survey Satellite (TESS),3.348968,0.0301,3.39,16.4,512,3194,0.33,0.34,4.95
TOI-2019 b,TOI-2019,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),15.3444,0.128,5.333,34.4,917,5626,1.75,1.18,4.03
TOI-2025 b,TOI-2025,1,1,Transit,,2023-03-15,2022,Transiting Exoplanet Survey Satellite (TESS),8.8720982,0.0892,11.893,1144.18227,1166,5977,1.46,1.2,4.19
TOI-2076 b,TOI-2076,1,3,Transit,,2024-07-22,2021,Transiting Exoplanet Survey Satellite (TESS),10.355096,0.088,2.771,16.1,688,5192,0.8,0.86,4.57
TOI-2076 c,TOI-2076,1,3,Transit,,2024-07-22,2021,Transiting Exoplanet Survey Satellite (TESS),21.015327,0.142,3.694,55,543,5192,0.8,0.86,4.57
TOI-2076 d,TOI-2076,1,3,Transit,,2024-07-22,2021,Transiting Exoplanet Survey Satellite (TESS),35.125686,0.199,3.431,29,458,5192,0.8,0.86,4.57
TOI-2088 b,TOI-2088,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),124.72997,0.472,3.683,37,300,5081,0.85,0.9,4.53
TOI-2095 b,TOI-2095,1,2,Transit,M2.5 V,2023-08-22,2023,Transiting Exoplanet Survey Satellite (TESS),17.66484,0.101,1.25,4.1,347,3759,0.44,0.44,5.11
TOI-2095 c,TOI-2095,1,2,Transit,M2.5 V,2023-08-22,2023,Transiting Exoplanet Survey Satellite (TESS),28.17232,0.137,1.33,7.4,297,3759,0.44,0.44,5.11
TOI-2107 b,TOI-2107,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),2.4545467,0.03515,13.574,263.79758,1397,5627,0.93,0.96,4.48
TOI-2109 b,TOI-2109,1,1,Transit,F,2021-12-13,2021,Transiting Exoplanet Survey Satellite (TESS),0.67247414,0.01791,15.098,1595.4986,3646,6540,1.7,1.45,4.14
TOI-2120 b,TOI-2120,1,1,Transit,,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),5.7998164,0.0377,2.122,6.8,384,3131,0.24,0.21,4.99
TOI-2128 b,TOI-2128,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),16.34136,0.127,2.089,4.5,781,5968,1.12,1.03,4.35
TOI-2134 b,TOI-2134,1,2,Transit,K5 V,2023-11-28,2023,Transiting Exoplanet Survey Satellite (TESS),9.2292005,0.078,2.69,9.13,666,4580,0.71,0.74,4.8
TOI-2134 c,TOI-2134,1,2,Transit,K5 V,2023-11-28,2023,Transiting Exoplanet Survey Satellite (TESS),95.5,0.371,7.27,41.89,306,4580,0.71,0.74,4.8
TOI-2136 b,TOI-2136,1,1,Transit,M4.5 V,2022-07-12,2022,Transiting Exoplanet Survey Satellite (TESS),7.851928,0.057,2.19,6.37,395,3342,0.34,0.34,4.91
TOI-2141 b,TOI-2141,1,1,Transit,,2023-11-28,2023,Transiting Exoplanet Survey Satellite (TESS),18.26157,0.133,3.05,24,722,5659,0.98,0.94,4.42
TOI-2145 b,TOI-2145,1,1,Transit,,2024-07-23,2023,Transiting Exoplanet Survey Satellite (TESS),10.261127,0.111,12.419,1767,1363,6200,2.75,1.72,3.79
TOI-2152 A b,TOI-2152,3,1,Transit,F4 V,2023-03-15,2023,Transiting Exoplanet Survey Satellite (TESS),3.3773512,0.05064,14.359,899.45439,1802,6630,1.61,1.52,4.21
TOI-2154 b,TOI-2154,1,1,Transit,,2023-03-15,2023,Transiting Exoplanet Survey Satellite (TESS),3.8240801,0.0513,16.287,292.40213,1580,6280,1.4,1.23,4.24
TOI-2158 b,TOI-2158,1,1,Transit,,2022-09-19,2022,Transiting Exoplanet Survey Satellite (TESS),8.60077,0.075,10.761,260.61929,1188,5673,1.41,1.12,4.19
TOI-2180 b,TOI-2180,1,1,Transit,G5,2022-01-10,2022,Transiting Exoplanet Survey Satellite (TESS),260.79,0.828,11.321,875.61726,348,5695,1.64,1.11,4.06
TOI-2193 A b,TOI-2193 A,2,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),2.1225735,0.03319,19.84,298.7587,1763,5966,1.25,1.08,4.28
TOI-2196 b,TOI-2196,1,1,Transit,G V,2022-08-23,2022,Transiting Exoplanet Survey Satellite (TESS),1.1947268,0.02234,3.51,26,1860,5634,1.04,1.03,4.42
TOI-220 b,TOI-220,1,1,Transit,K0 V,2021-05-28,2021,Transiting Exoplanet Survey Satellite (TESS),10.695264,0.08911,3.03,13.8,805,5298,0.86,0.82,4.37
TOI-2207 b,TOI-2207,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),8.001968,0.0854,11.153,203.41018,1259,6101,1.56,1.3,4.16
TOI-2236 b,TOI-2236,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),3.5315902,0.05009,14.37,502.16888,1688,6248,1.57,1.34,4.17
TOI-2285 b,TOI-2285,1,1,Transit,,2021-10-25,2021,Transiting Exoplanet Survey Satellite (TESS),27.26955,0.1363,1.74,19.5,284,3491,0.46,0.45,
TOI-2338 b,TOI-2338,1,1,Transit,,2023-04-10,2023,Transiting Exoplanet Survey Satellite (TESS),22.65398,0.158,11.209,1900.61387,799,5581,1.05,0.99,4.4
TOI-2364 b,TOI-2364,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),4.0197517,0.04871,8.608,71.51139,1091,5306,0.89,0.95,4.52
TOI-2368 b,TOI-2368,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),5.1750073,0.05649,10.839,206.58846,1000,5360,0.85,0.9,4.54
TOI-2373 b,TOI-2373,1,1,Transit,,2023-12-14,2023,Transiting Exoplanet Survey Satellite (TESS),13.33668,0.112,10.424,2955.80419,860,5651,1.1,1.04,4.37
TOI-2374 b,TOI-2374,1,1,Transit,,2024-06-25,2024,Transiting Exoplanet Survey Satellite (TESS),4.31361,0.0471,6.81,56.64,885,4802,0.69,0.75,4.14
TOI-238 c,TOI-238,1,2,Radial Velocity,K2V,2024-02-16,2024,Multiple Observatories,8.465651,0.0749,2.18,6.7,696,5059,0.73,0.79,4.58
TOI-2406 b,TOI-2406,1,1,Transit,,2024-06-10,2021,Transiting Exoplanet Survey Satellite (TESS),3.0766891,0.02267,2.86,15.6,449,3100,0.2,0.17,5.04
TOI-2416 b,TOI-2416,1,1,Transit,,2023-12-14,2023,Transiting Exoplanet Survey Satellite (TESS),8.275479,0.0831,9.864,953.48522,1080,5808,1.24,1.12,4.3
TOI-2421 b,TOI-2421,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),4.3474032,0.0543,10.368,105.83686,1534,5607,1.75,1.13,4
TOI-244 b,TOI-244,1,1,Transit,M2.5 V,2023-10-09,2023,Transiting Exoplanet Survey Satellite (TESS),7.397225,0.0559,1.52,2.68,458,3433,0.43,0.43,4.66
TOI-2447 b,TOI-2447,1,1,Transit,,2024-06-10,2024,Transiting Exoplanet Survey Satellite (TESS),69.33684,0.347,9.606,124.90656,414,5730,1.01,1.03,4.3
TOI-2497 b,TOI-2497,1,1,Transit,,2023-03-15,2023,Transiting Exoplanet Survey Satellite (TESS),10.655669,0.1166,11.142,1531.93292,1595,7360,2.36,1.86,3.96
TOI-2498 b,TOI-2498,1,1,Transit,,2023-05-26,2023,Transiting Exoplanet Survey Satellite (TESS),3.738252,0.0491,6.06,34.62,1443,5905,1.26,1.12,4.3
TOI-2524 b,TOI-2524,1,1,Transit,,2023-12-14,2023,Transiting Exoplanet Survey Satellite (TESS),7.18585,0.073,11.209,203.41018,1100,5831,1.12,1.01,4.34
TOI-2567 b,TOI-2567,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),5.983944,0.0672,10.929,63.88351,1352,5611,1.69,1.13,4.04
TOI-257 b,TOI-257,1,1,Transit,,2021-04-23,2021,Transiting Exoplanet Survey Satellite (TESS),18.38818,0.1528,7.163,43.86032,1027,6095,1.87,1.41,4.04
TOI-2570 b,TOI-2570,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),2.9887615,0.04145,13.641,260.61929,1431,5771,1.09,1.06,4.38
TOI-2583 A b,TOI-2583 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),4.5207265,0.0571,14.46,79.4571,1456,5936,1.48,1.22,4.18
TOI-2587 A b,TOI-2587 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),5.45664,0.0635,12.072,69.28659,1445,5760,1.73,1.15,4.02
TOI-2589 b,TOI-2589,1,1,Transit,,2024-06-25,2023,Transiting Exoplanet Survey Satellite (TESS),61.6277,0.3,12.106,1112.39942,592,5579,1.07,0.93,4.35
TOI-260 b,TOI-260,1,1,Transit,,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),13.475815,0.091,1.473,3.3,439,4050,0.55,0.55,4.7
TOI-2641 b,TOI-2641,1,1,Transit,F9 V,2023-07-25,2023,Transiting Exoplanet Survey Satellite (TESS),4.880974,0.0607,18.103,122.68177,1387,6100,1.34,1.16,4.2
TOI-269 b,TOI-269,1,1,Transit,M2 V,2021-05-17,2021,Transiting Exoplanet Survey Satellite (TESS),3.6977104,0.0345,2.77,8.8,531,3514,0.4,0.39,4.83
TOI-270 b,TOI-270,1,3,Transit,M,2021-08-03,2019,Transiting Exoplanet Survey Satellite (TESS),3.3601538,0.03197,1.206,1.58,581,3506,0.38,0.39,4.87
TOI-270 c,TOI-270,1,3,Transit,M,2021-08-03,2019,Transiting Exoplanet Survey Satellite (TESS),5.6605731,0.04526,2.355,6.15,488,3506,0.38,0.39,4.87
TOI-270 d,TOI-270,1,3,Transit,M,2021-08-03,2019,Transiting Exoplanet Survey Satellite (TESS),11.379573,0.0721,2.133,4.78,387,3506,0.38,0.39,4.87
TOI-2796 b,TOI-2796,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),4.8084983,0.0569,17.262,139.8445,1205,5764,1.07,1.06,4.4
TOI-2803 A b,TOI-2803 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),1.96229325,0.03185,18.114,309.8827,1893,6280,1.25,1.12,4.3
TOI-2818 b,TOI-2818,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),4.039709,0.0493,15.278,225.65817,1376,5721,1.23,0.98,4.25
TOI-2842 b,TOI-2842,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.5514058,0.0475,12.845,117.59651,1471,5910,1.26,1.14,4.29
TOI-2977 b,TOI-2977,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),2.3505614,0.03386,13.159,533.95172,1544,5691,1.07,0.94,4.35
TOI-3023 b,TOI-3023,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.9014971,0.0505,16.432,197.05361,1596,5760,1.67,1.12,4.05
TOI-3071 b,TOI-3071,1,1,Transit,,2024-06-25,2024,Transiting Exoplanet Survey Satellite (TESS),1.266938,0.0249,7.16,68.2,2155,6177,1.31,1.29,4.37
TOI-3235 b,TOI-3235,1,1,Transit,M V,2023-02-25,2023,Transiting Exoplanet Survey Satellite (TESS),2.59261842,0.02709,11.4,211.35589,604,3388.8,0.37,0.39,4.9
TOI-3261 b,TOI-3261,1,1,Transit,K1.5+/-1,2024-07-22,2024,Transiting Exoplanet Survey Satellite (TESS),0.8831331,0.01714,3.82,30.3,1722,5068,0.85,0.86,4.19
TOI-329 b,TOI-329,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),5.70439,0.0638,4.941,40.4,1213,5614,1.53,1.07,4.09
TOI-332 b,TOI-332,1,1,Transit,K0 V,2023-09-05,2023,Transiting Exoplanet Survey Satellite (TESS),0.777038,0.0159,3.2,57.2,1871,5251,0.87,0.88,4.46
TOI-3321 b,TOI-3321,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),3.6525145,0.047,15.558,176.07694,1616,5850,1.55,1.04,4.08
TOI-3331 A b,TOI-3331 A,2,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),2.0180231,0.03144,12.98,721.47048,1488,5609,0.95,1.02,4.49
TOI-3364 b,TOI-3364,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),5.8768918,0.0675,12.229,530.77344,1264,5706,1.42,1.19,4.21
TOI-3540 A b,TOI-3540 A,2,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),3.119999,0.04289,23.539,375.03752,1498,5810,1.23,1.08,4.29
TOI-3629 b,TOI-3629,1,1,Transit,M1,2022-06-27,2022,Transiting Exoplanet Survey Satellite (TESS),3.936551,0.043,8.295,82.63539,690,3870,0.6,0.63,4.67
TOI-3688 A b,TOI-3688 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.246075,0.0456,13.081,311.47184,1534,5950,1.3,1.2,4.29
TOI-3693 b,TOI-3693,1,1,Transit,,2022-08-29,2022,Transiting Exoplanet Survey Satellite (TESS),9.088516,0.0813,12.599,324.18498,801,5321,0.79,0.87,4.58
TOI-3714 b,TOI-3714,2,1,Transit,M2,2022-06-27,2022,Transiting Exoplanet Survey Satellite (TESS),2.154849,0.027,11.321,222.47988,750,3660,0.51,0.53,4.75
TOI-3757 b,TOI-3757,1,1,Transit,M0 V,2022-08-22,2022,Transiting Exoplanet Survey Satellite (TESS),3.438753,0.03845,12,85.3,759,3913,0.62,0.64,4.68
TOI-3785 b,TOI-3785,1,1,Transit,M2 V,2023-07-21,2023,Transiting Exoplanet Survey Satellite (TESS),4.6747373,0.043,5.14,14.95,582,3576,0.5,0.52,4.75
TOI-3807 b,TOI-3807,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),2.8989727,0.0421,18.495,330.54154,1646,5772,1.47,1.18,4.17
TOI-3819 b,TOI-3819,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.2443141,0.04611,13.137,352.78953,1633,5859,1.54,1.24,4.16
TOI-3884 b,TOI-3884,1,1,Transit,M4,2022-10-31,2022,Transiting Exoplanet Survey Satellite (TESS),4.5445697,0.0354,6,16.5,463,3269,0.3,0.28,4.92
TOI-3894 b,TOI-3894,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),4.33454,0.05354,15.278,260.61929,1531,6000,1.5,1.14,4.14
TOI-3912 b,TOI-3912,1,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),3.4936264,0.0463,14.28,129.03833,1512,5725,1.39,1.09,4.19
TOI-3919 b,TOI-3919,1,1,Transit,,2024-07-23,2024,Transiting Exoplanet Survey Satellite (TESS),7.433234,0.0795,12.319,1233.17422,1198,6100,1.32,1.21,4.28
TOI-3976 A b,TOI-3976 A,2,1,Transit,,2023-02-27,2023,Transiting Exoplanet Survey Satellite (TESS),6.607662,0.0743,12.274,55.61997,1295,5975,1.5,1.25,4.18
TOI-3984 A b,TOI-3984 A,2,1,Transit,M4+/-0.5,2023-07-21,2023,Transiting Exoplanet Survey Satellite (TESS),4.353326,0.041,7.9,44,563,3476,0.47,0.49,4.81
TOI-4010 b,TOI-4010,1,4,Transit,K V,2023-06-27,2023,Transiting Exoplanet Survey Satellite (TESS),1.348335,0.0229,3.02,11,1441,4960,0.83,0.88,4.54
TOI-4010 c,TOI-4010,1,4,Transit,K V,2023-06-27,2023,Transiting Exoplanet Survey Satellite (TESS),5.414654,0.058,5.93,20.31,907,4960,0.83,0.88,4.54
